num_run,name,trace_id,batch_id,status,latency,total_tokens,prompt_tokens,completion_tokens,total_cost,parameters,generation_count,prompt_cost,completion_cost,tags,timestamp
14,d790_tpu_sketch_generator,d79021f1,gemma3:27b_3888_tpusg_batch,failure,144.23,15334,10158,5176,0.0,"{'temperature:0.1', 'top_p:0.3'}",5,0,0,"['benchmark', 'gemma3:27b', 'tpu_sketch_generator']",1755017972
15,4b56_tpu_sketch_generator,4b56bfe7,gemma3:27b_3888_tpusg_batch,failure,139.66,15156,10158,4998,0.0,"{'temperature:0.1', 'top_p:0.3'}",5,0,0,"['benchmark', 'gemma3:27b', 'tpu_sketch_generator']",1755018164
16,cc53_tpu_sketch_generator,cc5355e4,gemma3:27b_3888_tpusg_batch,failure,141.68,15238,10158,5080,0.0,"{'temperature:0.1', 'top_p:0.3'}",5,0,0,"['benchmark', 'gemma3:27b', 'tpu_sketch_generator']",1755018350
17,e1a3_tpu_sketch_generator,e1a3a526,gemma3:27b_3888_tpusg_batch,failure,139.89,15165,10158,5007,0.0,"{'temperature:0.1', 'top_p:0.3'}",5,0,0,"['benchmark', 'gemma3:27b', 'tpu_sketch_generator']",1755018539
18,e708_tpu_sketch_generator,e708870d,gemma3:27b_3888_tpusg_batch,failure,142.12,15251,10158,5093,0.0,"{'temperature:0.1', 'top_p:0.3'}",5,0,0,"['benchmark', 'gemma3:27b', 'tpu_sketch_generator']",1755018725
19,f327_tpu_sketch_generator,f3274386,gemma3:27b_3888_tpusg_batch,failure,144.28,15334,10158,5176,0.0,"{'temperature:0.1', 'top_p:0.3'}",5,0,0,"['benchmark', 'gemma3:27b', 'tpu_sketch_generator']",1755018915
20,3214_tpu_sketch_generator,3214bae8,gemma3:27b_3888_tpusg_batch,failure,142.44,15266,10158,5108,0.0,"{'temperature:0.1', 'top_p:0.3'}",5,0,0,"['benchmark', 'gemma3:27b', 'tpu_sketch_generator']",1755019106
21,776b_tpu_sketch_generator,776bf27e,gemma3:27b_3888_tpusg_batch,failure,141.15,15217,10158,5059,0.0,"{'temperature:0.1', 'top_p:0.3'}",5,0,0,"['benchmark', 'gemma3:27b', 'tpu_sketch_generator']",1755019296
22,3606_tpu_sketch_generator,3606e9b6,gemma3:27b_3888_tpusg_batch,failure,141.93,15245,10158,5087,0.0,"{'temperature:0.1', 'top_p:0.3'}",5,0,0,"['benchmark', 'gemma3:27b', 'tpu_sketch_generator']",1755019483
23,5389_tpu_sketch_generator,5389a702,gemma3:27b_3888_tpusg_batch,failure,140.38,15185,10158,5027,0.0,"{'temperature:0.1', 'top_p:0.3'}",5,0,0,"['benchmark', 'gemma3:27b', 'tpu_sketch_generator']",1755019672
24,b85b_tpu_sketch_generator,b85b420c,gemma3:27b_3888_tpusg_batch,failure,143.96,15323,10158,5165,0.0,"{'temperature:0.1', 'top_p:0.3'}",5,0,0,"['benchmark', 'gemma3:27b', 'tpu_sketch_generator']",1755019860
25,cff6_tpu_sketch_generator,cff6f658,gemma3:27b_3888_tpusg_batch,failure,140.05,15172,10158,5014,0.0,"{'temperature:0.1', 'top_p:0.3'}",5,0,0,"['benchmark', 'gemma3:27b', 'tpu_sketch_generator']",1755020050
26,3ac2_tpu_sketch_generator,3ac2fc95,gemma3:27b_3888_tpusg_batch,failure,144.07,15330,10158,5172,0.0,"{'temperature:0.1', 'top_p:0.3'}",5,0,0,"['benchmark', 'gemma3:27b', 'tpu_sketch_generator']",1755020238
27,b8cb_tpu_sketch_generator,b8cb9d7d,gemma3:27b_3888_tpusg_batch,failure,141.22,15221,10158,5063,0.0,"{'temperature:0.1', 'top_p:0.3'}",5,0,0,"['benchmark', 'gemma3:27b', 'tpu_sketch_generator']",1755020429
28,0ce2_tpu_sketch_generator,0ce248c5,gemma3:27b_3888_tpusg_batch,failure,143.07,15290,10158,5132,0.0,"{'temperature:0.1', 'top_p:0.3'}",5,0,0,"['benchmark', 'gemma3:27b', 'tpu_sketch_generator']",1755020618
29,4258_tpu_sketch_generator,4258ed9e,gemma3:27b_3888_tpusg_batch,failure,146.82,15439,10158,5281,0.0,"{'temperature:0.1', 'top_p:0.3'}",5,0,0,"['benchmark', 'gemma3:27b', 'tpu_sketch_generator']",1755020807
30,118a_tpu_sketch_generator,118aa0f6,gemma3:27b_3888_tpusg_batch,failure,143.41,15304,10158,5146,0.0,"{'temperature:0.1', 'top_p:0.3'}",5,0,0,"['benchmark', 'gemma3:27b', 'tpu_sketch_generator']",1755021002
