num_run,name,trace_id,batch_id,status,latency,total_tokens,prompt_tokens,completion_tokens,total_cost,parameters,prompt_cost,completion_cost,tags,timestamp
18,a2dd_tpu_sketch_generator,a2dda3a3,qwen2.5-coder:14b_33b8_tpusg_batch,success,19.89,2655,1833,822,0.0,"{'temperature:0.1', 'top_p:0.3'}",0,0,"['benchmark', 'qwen2.5-coder:14b', 'tpu_sketch_generator']",1754388239
19,6781_tpu_sketch_generator,67810fa6,qwen2.5-coder:14b_33b8_tpusg_batch,success,19.85,2655,1833,822,0.0,"{'temperature:0.1', 'top_p:0.3'}",0,0,"['benchmark', 'qwen2.5-coder:14b', 'tpu_sketch_generator']",1754388319
20,2e33_tpu_sketch_generator,2e334ce4,qwen2.5-coder:14b_33b8_tpusg_batch,success,20.02,2655,1833,822,0.0,"{'temperature:0.1', 'top_p:0.3'}",0,0,"['benchmark', 'qwen2.5-coder:14b', 'tpu_sketch_generator']",1754388397
21,9527_tpu_sketch_generator,952705f8,qwen2.5-coder:14b_33b8_tpusg_batch,success,20.23,2655,1833,822,0.0,"{'temperature:0.1', 'top_p:0.3'}",0,0,"['benchmark', 'qwen2.5-coder:14b', 'tpu_sketch_generator']",1754388476
22,fd90_tpu_sketch_generator,fd909307,qwen2.5-coder:14b_33b8_tpusg_batch,success,19.89,2655,1833,822,0.0,"{'temperature:0.1', 'top_p:0.3'}",0,0,"['benchmark', 'qwen2.5-coder:14b', 'tpu_sketch_generator']",1754388556
23,f8c0_tpu_sketch_generator,f8c03600,qwen2.5-coder:14b_33b8_tpusg_batch,success,19.85,2655,1833,822,0.0,"{'temperature:0.1', 'top_p:0.3'}",0,0,"['benchmark', 'qwen2.5-coder:14b', 'tpu_sketch_generator']",1754388635
24,af26_tpu_sketch_generator,af260d63,qwen2.5-coder:14b_33b8_tpusg_batch,success,20.04,2655,1833,822,0.0,"{'temperature:0.1', 'top_p:0.3'}",0,0,"['benchmark', 'qwen2.5-coder:14b', 'tpu_sketch_generator']",1754388714
25,dfea_tpu_sketch_generator,dfea1402,qwen2.5-coder:14b_33b8_tpusg_batch,success,20.12,2655,1833,822,0.0,"{'temperature:0.1', 'top_p:0.3'}",0,0,"['benchmark', 'qwen2.5-coder:14b', 'tpu_sketch_generator']",1754388794
26,c2b6_tpu_sketch_generator,c2b66016,qwen2.5-coder:14b_33b8_tpusg_batch,success,20.09,2655,1833,822,0.0,"{'temperature:0.1', 'top_p:0.3'}",0,0,"['benchmark', 'qwen2.5-coder:14b', 'tpu_sketch_generator']",1754388872
27,c6fb_tpu_sketch_generator,c6fb7f73,qwen2.5-coder:14b_33b8_tpusg_batch,success,20.08,2655,1833,822,0.0,"{'temperature:0.1', 'top_p:0.3'}",0,0,"['benchmark', 'qwen2.5-coder:14b', 'tpu_sketch_generator']",1754388951
28,bfd9_tpu_sketch_generator,bfd9f307,qwen2.5-coder:14b_33b8_tpusg_batch,success,19.9,2655,1833,822,0.0,"{'temperature:0.1', 'top_p:0.3'}",0,0,"['benchmark', 'qwen2.5-coder:14b', 'tpu_sketch_generator']",1754389030
29,0841_tpu_sketch_generator,08410ee5,qwen2.5-coder:14b_33b8_tpusg_batch,success,19.78,2655,1833,822,0.0,"{'temperature:0.1', 'top_p:0.3'}",0,0,"['benchmark', 'qwen2.5-coder:14b', 'tpu_sketch_generator']",1754389108
30,ea1c_tpu_sketch_generator,ea1c43bd,qwen2.5-coder:14b_33b8_tpusg_batch,success,19.87,2655,1833,822,0.0,"{'temperature:0.1', 'top_p:0.3'}",0,0,"['benchmark', 'qwen2.5-coder:14b', 'tpu_sketch_generator']",1754389186
