num_run,name,trace_id,batch_id,latency,status,total_tokens,prompt_tokens,completion_tokens,total_cost,prompt_cost,completion_cost,tags
14,6542_sketch_generator,6542c997,qwen2.5-coder:14b_b154_sg_batch,130.71,failure,18556,11415,7141,0,0,0,"['benchmark', 'qwen2.5-coder:14b', 'sketch_generator']"
15,88f9_sketch_generator,88f9bcca,qwen2.5-coder:14b_b154_sg_batch,106.11,failure,17229,11413,5816,0,0,0,"['benchmark', 'qwen2.5-coder:14b', 'sketch_generator']"
16,f4e4_sketch_generator,f4e4c56c,qwen2.5-coder:14b_b154_sg_batch,122.87,failure,17834,11389,6445,0,0,0,"['benchmark', 'qwen2.5-coder:14b', 'sketch_generator']"
17,35fe_sketch_generator,35fe18e6,qwen2.5-coder:14b_b154_sg_batch,88.49,failure,16050,11411,4639,0,0,0,"['benchmark', 'qwen2.5-coder:14b', 'sketch_generator']"
18,7d5b_sketch_generator,7d5b64d5,qwen2.5-coder:14b_b154_sg_batch,108.42,failure,16982,11413,5569,0,0,0,"['benchmark', 'qwen2.5-coder:14b', 'sketch_generator']"
19,ccf0_sketch_generator,ccf0f64c,qwen2.5-coder:14b_b154_sg_batch,100.86,failure,17175,11413,5762,0,0,0,"['benchmark', 'qwen2.5-coder:14b', 'sketch_generator']"
22,d645_sketch_generator,d6456c4e,qwen2.5-coder:14b_b154_sg_batch,112.6,failure,17439,11388,6051,0,0,0,"['benchmark', 'qwen2.5-coder:14b', 'sketch_generator']"
23,d277_sketch_generator,d27797eb,qwen2.5-coder:14b_b154_sg_batch,122.92,failure,17210,11414,5796,0,0,0,"['benchmark', 'qwen2.5-coder:14b', 'sketch_generator']"
25,0e1c_sketch_generator,0e1cd24b,qwen2.5-coder:14b_b154_sg_batch,122.72,failure,18522,11395,7127,0,0,0,"['benchmark', 'qwen2.5-coder:14b', 'sketch_generator']"
26,975d_sketch_generator,975dc967,qwen2.5-coder:14b_b154_sg_batch,132.83,failure,17844,11351,6493,0,0,0,"['benchmark', 'qwen2.5-coder:14b', 'sketch_generator']"
27,4ea9_sketch_generator,4ea9a4ea,qwen2.5-coder:14b_b154_sg_batch,105.7,failure,17506,11376,6130,0,0,0,"['benchmark', 'qwen2.5-coder:14b', 'sketch_generator']"
28,c8ad_sketch_generator,c8adfaee,qwen2.5-coder:14b_b154_sg_batch,109.7,failure,17071,11389,5682,0,0,0,"['benchmark', 'qwen2.5-coder:14b', 'sketch_generator']"
30,67d3_sketch_generator,67d3c1f6,qwen2.5-coder:14b_b154_sg_batch,117.06,failure,17972,11378,6594,0,0,0,"['benchmark', 'qwen2.5-coder:14b', 'sketch_generator']"
31,ba69_sketch_generator,ba6939ce,qwen2.5-coder:14b_da7d_sg_batch,299.85,failure,18333,11413,6920,0,0,0,"['benchmark', 'qwen2.5-coder:14b', 'sketch_generator']"
33,3b3e_sketch_generator,3b3ec5b7,qwen2.5-coder:14b_da7d_sg_batch,107.82,failure,16701,11413,5288,0,0,0,"['benchmark', 'qwen2.5-coder:14b', 'sketch_generator']"
36,3264_sketch_generator,32641341,qwen2.5-coder:14b_da7d_sg_batch,133.47,failure,17790,11388,6402,0,0,0,"['benchmark', 'qwen2.5-coder:14b', 'sketch_generator']"
37,c135_sketch_generator,c135e8a6,qwen2.5-coder:14b_da7d_sg_batch,117.8,failure,17603,11388,6215,0,0,0,"['benchmark', 'qwen2.5-coder:14b', 'sketch_generator']"
38,f507_sketch_generator,f507d0dc,qwen2.5-coder:14b_da7d_sg_batch,117.04,failure,17441,11412,6029,0,0,0,"['benchmark', 'qwen2.5-coder:14b', 'sketch_generator']"
