num_run,name,trace_id,batch_id,latency,status,total_tokens,prompt_tokens,completion_tokens,total_cost,prompt_cost,completion_cost,tags
13,fcab_data_processor,fcab4afe,qwen2.5-coder:14b_1bb2_dp_batch,45.39,failure,14780,12169,2611,0,0,0,"['benchmark', 'data_processor', 'qwen2.5-coder:14b']"
14,bc9e_data_processor,bc9e890b,qwen2.5-coder:14b_1bb2_dp_batch,26.02,failure,12234,10800,1434,0,0,0,"['benchmark', 'data_processor', 'qwen2.5-coder:14b']"
15,ff60_data_processor,ff609449,qwen2.5-coder:14b_1bb2_dp_batch,51.9,failure,17979,15049,2930,0,0,0,"['benchmark', 'data_processor', 'qwen2.5-coder:14b']"
16,710f_data_processor,710f0e20,qwen2.5-coder:14b_1bb2_dp_batch,46.58,failure,14668,11983,2685,0,0,0,"['benchmark', 'data_processor', 'qwen2.5-coder:14b']"
17,1425_data_processor,1425de2a,qwen2.5-coder:14b_1bb2_dp_batch,62.78,failure,22361,18796,3565,0,0,0,"['benchmark', 'data_processor', 'qwen2.5-coder:14b']"
18,c0ff_data_processor,c0ff47fa,qwen2.5-coder:14b_1bb2_dp_batch,62.99,failure,21269,17688,3581,0,0,0,"['benchmark', 'data_processor', 'qwen2.5-coder:14b']"
19,d8b2_data_processor,d8b2f09b,qwen2.5-coder:14b_1bb2_dp_batch,35.36,failure,12076,10068,2008,0,0,0,"['benchmark', 'data_processor', 'qwen2.5-coder:14b']"
20,ee62_data_processor,ee62a0dc,qwen2.5-coder:14b_1bb2_dp_batch,89.56,failure,23560,18341,5219,0,0,0,"['benchmark', 'data_processor', 'qwen2.5-coder:14b']"
21,6e2a_data_processor,6e2a6a17,qwen2.5-coder:14b_1bb2_dp_batch,74.93,failure,22195,17873,4322,0,0,0,"['benchmark', 'data_processor', 'qwen2.5-coder:14b']"
22,8e14_data_processor,8e1460a3,qwen2.5-coder:14b_1bb2_dp_batch,37.22,success,12296,10123,2173,0,0,0,"['benchmark', 'data_processor', 'qwen2.5-coder:14b']"
23,f439_data_processor,f4395734,qwen2.5-coder:14b_1bb2_dp_batch,55.53,failure,18570,15467,3103,0,0,0,"['benchmark', 'data_processor', 'qwen2.5-coder:14b']"
24,8fca_data_processor,8fcab72e,qwen2.5-coder:14b_1bb2_dp_batch,41.88,success,12608,10170,2438,0,0,0,"['benchmark', 'data_processor', 'qwen2.5-coder:14b']"
25,0ea4_data_processor,0ea4d802,qwen2.5-coder:14b_1bb2_dp_batch,36.6,success,12387,10256,2131,0,0,0,"['benchmark', 'data_processor', 'qwen2.5-coder:14b']"
26,df24_data_processor,df24f1c9,qwen2.5-coder:14b_1bb2_dp_batch,51.88,failure,17230,14214,3016,0,0,0,"['benchmark', 'data_processor', 'qwen2.5-coder:14b']"
27,04f9_data_processor,04f951d4,qwen2.5-coder:14b_1bb2_dp_batch,45.64,success,13015,10313,2702,0,0,0,"['benchmark', 'data_processor', 'qwen2.5-coder:14b']"
28,2cec_data_processor,2cecf5a5,qwen2.5-coder:14b_1bb2_dp_batch,41.61,success,12633,10181,2452,0,0,0,"['benchmark', 'data_processor', 'qwen2.5-coder:14b']"
29,c18a_data_processor,c18a8812,qwen2.5-coder:14b_1bb2_dp_batch,29.39,failure,13759,12125,1634,0,0,0,"['benchmark', 'data_processor', 'qwen2.5-coder:14b']"
30,8684_data_processor,86844871,qwen2.5-coder:14b_1bb2_dp_batch,45.49,failure,15726,13114,2612,0,0,0,"['benchmark', 'data_processor', 'qwen2.5-coder:14b']"
