num_run,name,trace_id,batch_id,status,latency,total_tokens,prompt_tokens,completion_tokens,total_cost,parameters,prompt_cost,completion_cost,tags
12,445a_data_processor,445a8361,codestral_a190_dp_batch,success,64.64,16606,13340,3266,0,"{'temperature:0.1', 'top_p:0.3'}",0,0,"['benchmark', 'codestral:latest', 'data_processor']"
13,3f17_data_processor,3f17af47,codestral_a190_dp_batch,success,70.06,14948,11295,3653,0,"{'temperature:0.1', 'top_p:0.3'}",0,0,"['benchmark', 'codestral:latest', 'data_processor']"
14,8e36_data_processor,8e36801d,codestral_a190_dp_batch,success,68.03,14838,11295,3543,0,"{'temperature:0.1', 'top_p:0.3'}",0,0,"['benchmark', 'codestral:latest', 'data_processor']"
15,412c_data_processor,412cc322,codestral_a190_dp_batch,failure,118.0,29022,23159,5863,0,"{'temperature:0.1', 'top_p:0.3'}",0,0,"['benchmark', 'codestral:latest', 'data_processor']"
16,cd36_data_processor,cd3675da,codestral_a190_dp_batch,success,77.31,17644,13705,3939,0,"{'temperature:0.1', 'top_p:0.3'}",0,0,"['benchmark', 'codestral:latest', 'data_processor']"
17,8432_data_processor,8432f3f6,codestral_a190_dp_batch,failure,102.23,27324,22342,4982,0,"{'temperature:0.1', 'top_p:0.3'}",0,0,"['benchmark', 'codestral:latest', 'data_processor']"
18,78f5_data_processor,78f539fb,codestral_a190_dp_batch,failure,107.35,28666,23440,5226,0,"{'temperature:0.1', 'top_p:0.3'}",0,0,"['benchmark', 'codestral:latest', 'data_processor']"
19,4eec_data_processor,4eec97dc,codestral_a190_dp_batch,success,55.57,14489,11659,2830,0,"{'temperature:0.1', 'top_p:0.3'}",0,0,"['benchmark', 'codestral:latest', 'data_processor']"
20,3df7_data_processor,3df700af,codestral_a190_dp_batch,failure,132.89,30187,23517,6670,0,"{'temperature:0.1', 'top_p:0.3'}",0,0,"['benchmark', 'codestral:latest', 'data_processor']"
21,e75b_data_processor,e75bb178,codestral_a190_dp_batch,failure,98.06,26094,21332,4762,0,"{'temperature:0.1', 'top_p:0.3'}",0,0,"['benchmark', 'codestral:latest', 'data_processor']"
22,506b_data_processor,506b22f2,codestral_a190_dp_batch,failure,81.46,22394,18439,3955,0,"{'temperature:0.1', 'top_p:0.3'}",0,0,"['benchmark', 'codestral:latest', 'data_processor']"
23,b90a_data_processor,b90af3b9,codestral_a190_dp_batch,failure,77.07,18163,14289,3874,0,"{'temperature:0.1', 'top_p:0.3'}",0,0,"['benchmark', 'codestral:latest', 'data_processor']"
24,1c60_data_processor,1c60b854,codestral_a190_dp_batch,success,54.74,14435,11654,2781,0,"{'temperature:0.1', 'top_p:0.3'}",0,0,"['benchmark', 'codestral:latest', 'data_processor']"
25,87e9_data_processor,87e9da22,codestral_a190_dp_batch,success,54.54,14169,11375,2794,0,"{'temperature:0.1', 'top_p:0.3'}",0,0,"['benchmark', 'codestral:latest', 'data_processor']"
26,8186_data_processor,8186b640,codestral_a190_dp_batch,success,54.22,14165,11388,2777,0,"{'temperature:0.1', 'top_p:0.3'}",0,0,"['benchmark', 'codestral:latest', 'data_processor']"
27,d94e_data_processor,d94e5635,codestral_a190_dp_batch,failure,108.52,24947,19487,5460,0,"{'temperature:0.1', 'top_p:0.3'}",0,0,"['benchmark', 'codestral:latest', 'data_processor']"
28,d48c_data_processor,d48c159f,codestral_a190_dp_batch,failure,82.92,18460,14261,4199,0,"{'temperature:0.1', 'top_p:0.3'}",0,0,"['benchmark', 'codestral:latest', 'data_processor']"
29,c5f8_data_processor,c5f80212,codestral_a190_dp_batch,success,59.0,14695,11678,3017,0,"{'temperature:0.1', 'top_p:0.3'}",0,0,"['benchmark', 'codestral:latest', 'data_processor']"
30,c302_data_processor,c3022b23,codestral_a190_dp_batch,success,54.14,14165,11388,2777,0,"{'temperature:0.1', 'top_p:0.3'}",0,0,"['benchmark', 'codestral:latest', 'data_processor']"
