num_run,name,trace_id,latency,total_tokens,total_cost,status,batch_id,tags,prompt_tokens,completion_tokens,prompt_cost,completion_cost,start_time
11,31_sg,310be60b,42.69986217236328,18093,0.07639499999999999,error,7058_batch,"benchmark,gpt-4o,sketch_generator",13938,4155,0.034845,0.04155,2024-11-11 16:29:56.457290
12,9e_sg,9e5c264b,44.706173265930175,21849,0.08840250000000001,error,7058_batch,"benchmark,gpt-4o,sketch_generator",17345,4504,0.0433625,0.04504,2024-11-11 16:35:50.974126
13,fa_sg,fa23e930,25.225398315460204,11844,0.0490275,success,7058_batch,"benchmark,gpt-4o,sketch_generator",9255,2589,0.023137500000000002,0.02589,2024-11-11 16:36:13.552890
14,80_sg,809a1a78,44.635324435852056,21317,0.087005,success,7058_batch,"benchmark,gpt-4o,sketch_generator",16822,4495,0.042055,0.04495,2024-11-11 16:38:37.845790
15,a5_sg,a54e6cc7,41.84380309707642,22709,0.0881825,error,7058_batch,"benchmark,gpt-4o,sketch_generator",18521,4188,0.046302499999999996,0.04188,2024-11-11 16:45:02.140523
16,69_sg,69b94fae,49.06677707186889,24474,0.0949425,error,7058_batch,"benchmark,gpt-4o,sketch_generator",19973,4501,0.049932500000000005,0.045009999999999994,2024-11-11 16:47:58.362319
17,ad_sg,ad82a61f,30.26738625427246,11758,0.0504625,success,7058_batch,"benchmark,gpt-4o,sketch_generator",8949,2809,0.0223725,0.02809,2024-11-11 16:48:21.042245
18,9b_sg,9b58f266,45.36492301419067,18349,0.076735,success,7058_batch,"benchmark,gpt-4o,sketch_generator",14234,4115,0.035585000000000006,0.04115,2024-11-11 16:50:42.555945
19,3f_sg,3fc06afc,37.78576862606811,15788,0.06605749999999999,error,7058_batch,"benchmark,gpt-4o,sketch_generator",12243,3545,0.0306075,0.03545,2024-11-11 16:54:35.453220
20,1c_sg,1c258d2e,26.6064034107666,12294,0.0506475,success,7058_batch,"benchmark,gpt-4o,sketch_generator",9639,2655,0.0240975,0.02655,2024-11-11 16:54:58.122091
21,34_sg,34d090d5,47.217437416931155,21528,0.087645,error,7058_batch,"benchmark,gpt-4o,sketch_generator",17018,4510,0.042545,0.0451,2024-11-11 16:59:56.572955
22,41_sg,4174dc59,18.020709815551758,8452,0.03424,success,7058_batch,"benchmark,gpt-4o,sketch_generator",6704,1748,0.01676,0.01748,2024-11-11 17:00:19.233932
23,37_sg,37a3e733,44.355224511810306,22345,0.0891475,error,7058_batch,"benchmark,gpt-4o,sketch_generator",17907,4438,0.0447675,0.044379999999999996,2024-11-11 17:04:59.275608
24,cf_sg,cf5445d4,42.265826999023446,16584,0.0723675,error,7058_batch,"benchmark,gpt-4o,sketch_generator",12463,4121,0.0311575,0.041210000000000004,2024-11-11 17:05:21.919659
25,7c_sg,7c11ad62,42.86841429470825,18139,0.07610499999999999,error,7058_batch,"benchmark,gpt-4o,sketch_generator",14038,4101,0.035095,0.04101,2024-11-11 17:06:37.250623
26,22_sg,22cedadf,41.83651513125611,20356,0.0828025,error,7058_batch,"benchmark,gpt-4o,sketch_generator",16101,4255,0.0402525,0.042550000000000004,2024-11-11 17:08:19.368007
27,6f_sg,6fdff58c,30.50237289056397,13389,0.0569625,success,7058_batch,"benchmark,gpt-4o,sketch_generator",10257,3132,0.025642500000000002,0.03132,2024-11-11 17:11:14.154218
28,28_sg,287aa1c6,44.50056659289551,25142,0.09414499999999999,error,7058_batch,"benchmark,gpt-4o,sketch_generator",20970,4172,0.052425,0.04172000000000001,2024-11-11 17:16:09.594090
29,3a_sg,3ae839d1,43.924394346343995,21588,0.08540249999999999,error,7058_batch,"benchmark,gpt-4o,sketch_generator",17397,4191,0.043492499999999996,0.04191,2024-11-11 17:17:07.301893
30,c2_sg,c2f025e2,50.23111248049927,23770,0.09457,error,7058_batch,"benchmark,gpt-4o,sketch_generator",19084,4686,0.04771,0.04686,2024-11-11 17:23:07.144801
31,01_sg,011fcf66,3.5472733460998533,1588,0.0066625,success,7058_batch,"benchmark,gpt-4o,sketch_generator",1229,359,0.0030725,0.00359,2024-11-11 17:23:29.729097
32,98_sg,98c39757,38.936054464355465,20397,0.08114249999999999,error,7058_batch,"benchmark,gpt-4o,sketch_generator",16377,4020,0.0409425,0.0402,2024-11-11 17:26:48.949649
33,dc_sg,dc998115,37.769584010009766,15853,0.06728500000000001,error,7058_batch,"benchmark,gpt-4o,sketch_generator",12166,3687,0.030415,0.03687,2024-11-11 17:27:12.028171
34,c6_sg,c6622dc5,38.437370115753176,18116,0.073775,error,7058_batch,"benchmark,gpt-4o,sketch_generator",14318,3798,0.035795,0.03798,2024-11-11 17:31:12.592268
35,f4_sg,f48542c1,50.58102852505493,21535,0.090085,error,7058_batch,"benchmark,gpt-4o,sketch_generator",16702,4833,0.041754999999999994,0.04833,2024-11-11 17:33:01.601851
36,e4_sg,e41ecab7,62.20512400216674,24820,0.09609999999999999,error,7058_batch,"benchmark,gpt-4o,sketch_generator",20280,4540,0.050699999999999995,0.045399999999999996,2024-11-11 17:34:35.538607
37,23_sg,23149bb9,60.462344180755615,21214,0.08545,success,7058_batch,"benchmark,gpt-4o,sketch_generator",16892,4322,0.04223,0.04322,2024-11-11 17:39:58.921102
38,a3_sg,a35ee3e1,62.9637306659546,22807,0.08813499999999999,error,7058_batch,"benchmark,gpt-4o,sketch_generator",18658,4149,0.046645,0.04149,2024-11-11 17:44:23.432469
39,52_sg,52f0c4d1,61.4296404536438,17003,0.07397,error,7058_batch,"benchmark,gpt-4o,sketch_generator",12808,4195,0.03202,0.04195,2024-11-11 17:45:56.032146
40,83_sg,83f08447,65.36387965951538,20882,0.08258000000000001,error,7058_batch,"benchmark,gpt-4o,sketch_generator",16832,4050,0.042080000000000006,0.0405,2024-11-11 17:46:18.581286
41,9b_sg,9bb6dc13,45.881198968353274,16522,0.0659575,success,7058_batch,"benchmark,gpt-4o,sketch_generator",13235,3287,0.0330875,0.03287,2024-11-11 17:50:51.244524
42,52_sg,52002f57,47.20774576547242,17839,0.07123750000000001,success,7058_batch,"benchmark,gpt-4o,sketch_generator",14287,3552,0.0357175,0.03552,2024-11-11 17:52:35.263678
43,07_sg,07c5ebe1,53.8038410451355,16713,0.072645,error,7058_batch,"benchmark,gpt-4o,sketch_generator",12598,4115,0.031495,0.04115,2024-11-11 17:55:38.758224
44,f5_sg,f58f082d,61.50774513992309,21075,0.084525,error,7058_batch,"benchmark,gpt-4o,sketch_generator",16830,4245,0.042075,0.04245,2024-11-11 18:00:16.545454
45,d4_sg,d4a24432,63.69261128427125,20572,0.087655,error,7058_batch,"benchmark,gpt-4o,sketch_generator",15742,4830,0.039355,0.048299999999999996,2024-11-11 18:00:39.677998
46,44_sg,449d8076,54.8423287635498,21490,0.0842275,error,7058_batch,"benchmark,gpt-4o,sketch_generator",17423,4067,0.0435575,0.04067,2024-11-11 18:06:12.638171
47,43_sg,4365884f,55.0371639803772,23212,0.090235,error,7058_batch,"benchmark,gpt-4o,sketch_generator",18918,4294,0.047295,0.04293999999999999,2024-11-11 18:09:43.153394
48,f3_sg,f37ac6ad,60.52534970669555,22977,0.09135750000000001,error,7058_batch,"benchmark,gpt-4o,sketch_generator",18455,4522,0.0461375,0.045219999999999996,2024-11-11 18:10:05.930134
49,97_sg,97bd141a,61.846574971344,23996,0.09129499999999999,success,7058_batch,"benchmark,gpt-4o,sketch_generator",19822,4174,0.049555,0.041740000000000006,2024-11-11 18:13:41.368895
